time,V_Load_1,V_Load_2
9.117E-6sec,2.667E1V,2.667E1V
9.118E-6sec,2.667E1V,2.667E1V
9.119E-6sec,2.667E1V,2.667E1V
9.120E-6sec,2.667E1V,2.667E1V
9.121E-6sec,2.667E1V,2.667E1V
9.122E-6sec,2.667E1V,2.667E1V
9.123E-6sec,2.667E1V,2.667E1V
9.124E-6sec,2.667E1V,2.667E1V
9.125E-6sec,2.667E1V,2.667E1V
9.126E-6sec,2.667E1V,2.667E1V
9.127E-6sec,2.667E1V,2.667E1V
9.128E-6sec,2.667E1V,2.667E1V
9.129E-6sec,2.667E1V,2.667E1V
9.130E-6sec,2.667E1V,2.667E1V
9.131E-6sec,2.667E1V,2.667E1V
9.132E-6sec,2.667E1V,2.667E1V
9.133E-6sec,2.667E1V,2.667E1V
9.134E-6sec,2.667E1V,2.667E1V
9.135E-6sec,2.667E1V,2.667E1V
9.136E-6sec,2.667E1V,2.667E1V
9.137E-6sec,2.667E1V,2.667E1V
9.138E-6sec,2.667E1V,2.667E1V
9.139E-6sec,2.667E1V,2.667E1V
9.140E-6sec,2.667E1V,2.667E1V
9.141E-6sec,2.667E1V,2.667E1V
9.142E-6sec,2.667E1V,2.667E1V
9.143E-6sec,2.667E1V,2.667E1V
9.144E-6sec,2.667E1V,2.667E1V
9.145E-6sec,2.667E1V,2.667E1V
9.146E-6sec,2.667E1V,2.667E1V
9.147E-6sec,2.667E1V,2.667E1V
9.148E-6sec,2.667E1V,2.667E1V
9.149E-6sec,2.667E1V,2.667E1V
9.150E-6sec,2.667E1V,2.667E1V
9.151E-6sec,2.667E1V,2.667E1V
9.152E-6sec,2.667E1V,2.667E1V
9.153E-6sec,2.667E1V,2.667E1V
9.154E-6sec,2.667E1V,2.667E1V
9.155E-6sec,2.667E1V,2.667E1V
9.156E-6sec,2.667E1V,2.667E1V
9.157E-6sec,2.667E1V,2.667E1V
9.158E-6sec,2.667E1V,2.667E1V
9.159E-6sec,2.667E1V,2.667E1V
9.160E-6sec,2.667E1V,2.667E1V
9.161E-6sec,2.667E1V,2.667E1V
9.162E-6sec,2.667E1V,2.667E1V
9.163E-6sec,2.667E1V,2.667E1V
9.164E-6sec,2.667E1V,2.667E1V
9.165E-6sec,2.667E1V,2.667E1V
9.166E-6sec,2.667E1V,2.667E1V
9.167E-6sec,2.667E1V,2.667E1V
9.168E-6sec,2.667E1V,2.667E1V
9.169E-6sec,2.667E1V,2.667E1V
9.170E-6sec,2.667E1V,2.667E1V
9.171E-6sec,2.667E1V,2.667E1V
9.172E-6sec,2.667E1V,2.667E1V
9.173E-6sec,2.667E1V,2.667E1V
9.174E-6sec,2.667E1V,2.667E1V
9.175E-6sec,2.667E1V,2.667E1V
9.176E-6sec,2.667E1V,2.667E1V
9.177E-6sec,2.667E1V,2.667E1V
9.178E-6sec,2.667E1V,2.667E1V
9.179E-6sec,2.667E1V,2.667E1V
9.180E-6sec,2.667E1V,2.667E1V
9.181E-6sec,2.667E1V,2.667E1V
9.182E-6sec,2.667E1V,2.667E1V
9.183E-6sec,2.667E1V,2.667E1V
9.184E-6sec,2.667E1V,2.667E1V
9.185E-6sec,2.667E1V,2.667E1V
9.186E-6sec,2.667E1V,2.667E1V
9.187E-6sec,2.667E1V,2.667E1V
9.188E-6sec,2.667E1V,2.667E1V
9.189E-6sec,2.667E1V,2.667E1V
9.190E-6sec,2.667E1V,2.667E1V
9.191E-6sec,2.667E1V,2.667E1V
9.192E-6sec,2.667E1V,2.667E1V
9.193E-6sec,2.667E1V,2.667E1V
9.194E-6sec,2.667E1V,2.667E1V
9.195E-6sec,2.667E1V,2.667E1V
9.196E-6sec,2.667E1V,2.667E1V
9.197E-6sec,2.667E1V,2.667E1V
9.198E-6sec,2.667E1V,2.667E1V
9.199E-6sec,2.667E1V,2.667E1V
9.200E-6sec,2.667E1V,2.667E1V
9.201E-6sec,2.667E1V,2.667E1V
9.202E-6sec,2.667E1V,2.667E1V
9.203E-6sec,2.667E1V,2.667E1V
9.204E-6sec,2.667E1V,2.667E1V
9.205E-6sec,2.667E1V,2.667E1V
9.206E-6sec,2.667E1V,2.667E1V
9.207E-6sec,2.667E1V,2.667E1V
9.208E-6sec,2.667E1V,2.667E1V
9.209E-6sec,2.667E1V,2.667E1V
9.210E-6sec,2.667E1V,2.667E1V
9.211E-6sec,2.667E1V,2.667E1V
9.212E-6sec,2.667E1V,2.667E1V
9.213E-6sec,2.667E1V,2.667E1V
9.214E-6sec,2.667E1V,2.667E1V
9.215E-6sec,2.667E1V,2.667E1V
9.216E-6sec,2.667E1V,2.667E1V
9.217E-6sec,2.667E1V,2.667E1V
9.218E-6sec,2.667E1V,2.667E1V
9.219E-6sec,2.667E1V,2.667E1V
9.220E-6sec,2.667E1V,2.667E1V
9.221E-6sec,2.667E1V,2.667E1V
9.222E-6sec,2.667E1V,2.667E1V
9.223E-6sec,2.667E1V,2.667E1V
9.224E-6sec,2.667E1V,2.667E1V
9.225E-6sec,2.667E1V,2.667E1V
9.226E-6sec,2.667E1V,2.667E1V
9.227E-6sec,2.667E1V,2.667E1V
9.228E-6sec,2.667E1V,2.667E1V
9.229E-6sec,2.667E1V,2.667E1V
9.230E-6sec,2.667E1V,2.667E1V
9.231E-6sec,2.667E1V,2.667E1V
9.232E-6sec,2.667E1V,2.667E1V
9.233E-6sec,2.667E1V,2.667E1V
9.234E-6sec,2.667E1V,2.667E1V
9.235E-6sec,2.667E1V,2.667E1V
9.236E-6sec,2.667E1V,2.667E1V
9.237E-6sec,2.667E1V,2.667E1V
9.238E-6sec,2.667E1V,2.667E1V
9.239E-6sec,2.667E1V,2.667E1V
9.240E-6sec,2.667E1V,2.667E1V
9.241E-6sec,2.667E1V,2.667E1V
9.242E-6sec,2.667E1V,2.667E1V
9.243E-6sec,2.667E1V,2.667E1V
9.244E-6sec,2.667E1V,2.667E1V
9.245E-6sec,2.667E1V,2.667E1V
9.246E-6sec,2.667E1V,2.667E1V
9.247E-6sec,2.667E1V,2.667E1V
9.248E-6sec,2.667E1V,2.667E1V
9.249E-6sec,2.667E1V,2.667E1V
9.250E-6sec,2.667E1V,2.667E1V
9.251E-6sec,2.667E1V,2.667E1V
9.252E-6sec,2.667E1V,2.667E1V
9.253E-6sec,2.667E1V,2.667E1V
9.254E-6sec,2.667E1V,2.667E1V
9.255E-6sec,2.667E1V,2.667E1V
9.256E-6sec,2.667E1V,2.667E1V
9.257E-6sec,2.667E1V,2.667E1V
9.258E-6sec,2.667E1V,2.667E1V
9.259E-6sec,2.667E1V,2.667E1V
9.260E-6sec,2.667E1V,2.667E1V
9.261E-6sec,2.667E1V,2.667E1V
9.262E-6sec,2.667E1V,2.667E1V
9.263E-6sec,2.667E1V,2.667E1V
9.264E-6sec,2.667E1V,2.667E1V
9.265E-6sec,2.667E1V,2.667E1V
9.266E-6sec,2.667E1V,2.667E1V
9.267E-6sec,2.667E1V,2.667E1V
9.268E-6sec,2.667E1V,2.667E1V
9.269E-6sec,2.667E1V,2.667E1V
9.270E-6sec,2.667E1V,2.667E1V
9.271E-6sec,2.667E1V,2.667E1V
9.272E-6sec,2.667E1V,2.667E1V
9.273E-6sec,2.667E1V,2.667E1V
9.274E-6sec,2.667E1V,2.667E1V
9.275E-6sec,2.667E1V,2.667E1V
9.276E-6sec,2.667E1V,2.667E1V
9.277E-6sec,2.667E1V,2.667E1V
9.278E-6sec,2.667E1V,2.667E1V
9.279E-6sec,2.667E1V,2.667E1V
9.280E-6sec,2.667E1V,2.667E1V
9.281E-6sec,2.667E1V,2.667E1V
9.282E-6sec,2.667E1V,2.667E1V
9.283E-6sec,2.667E1V,2.667E1V
9.284E-6sec,2.667E1V,2.667E1V
9.285E-6sec,2.667E1V,2.667E1V
9.286E-6sec,2.667E1V,2.667E1V
9.287E-6sec,2.667E1V,2.667E1V
9.288E-6sec,2.667E1V,2.667E1V
9.289E-6sec,2.667E1V,2.667E1V
9.290E-6sec,2.667E1V,2.667E1V
9.291E-6sec,2.667E1V,2.667E1V
9.292E-6sec,2.667E1V,2.667E1V
9.293E-6sec,2.667E1V,2.667E1V
9.294E-6sec,2.667E1V,2.667E1V
9.295E-6sec,2.667E1V,2.667E1V
9.296E-6sec,2.667E1V,2.667E1V
9.297E-6sec,2.667E1V,2.667E1V
9.298E-6sec,2.667E1V,2.667E1V
9.299E-6sec,2.667E1V,2.667E1V
9.300E-6sec,2.667E1V,2.667E1V
9.301E-6sec,2.667E1V,2.667E1V
9.302E-6sec,2.667E1V,2.667E1V
9.303E-6sec,2.667E1V,2.667E1V
9.304E-6sec,2.667E1V,2.667E1V
9.305E-6sec,2.667E1V,2.667E1V
9.306E-6sec,2.667E1V,2.667E1V
9.307E-6sec,2.667E1V,2.667E1V
9.308E-6sec,2.667E1V,2.667E1V
9.309E-6sec,2.667E1V,2.667E1V
9.310E-6sec,2.667E1V,2.667E1V
9.311E-6sec,2.667E1V,2.667E1V
9.312E-6sec,2.667E1V,2.667E1V
9.313E-6sec,2.667E1V,2.667E1V
9.314E-6sec,2.667E1V,2.667E1V
9.315E-6sec,2.667E1V,2.667E1V
9.316E-6sec,2.667E1V,2.667E1V
9.317E-6sec,2.667E1V,2.667E1V
9.318E-6sec,2.667E1V,2.667E1V
9.319E-6sec,2.667E1V,2.667E1V
9.320E-6sec,2.667E1V,2.667E1V
9.321E-6sec,2.667E1V,2.667E1V
9.322E-6sec,2.667E1V,2.667E1V
9.323E-6sec,2.667E1V,2.667E1V
9.324E-6sec,2.667E1V,2.667E1V
9.325E-6sec,2.667E1V,2.667E1V
9.326E-6sec,2.667E1V,2.667E1V
9.327E-6sec,2.667E1V,2.667E1V
9.328E-6sec,2.667E1V,2.667E1V
9.329E-6sec,2.667E1V,2.667E1V
9.330E-6sec,2.667E1V,2.667E1V
9.331E-6sec,2.667E1V,2.667E1V
9.332E-6sec,2.667E1V,2.667E1V
9.333E-6sec,2.667E1V,2.667E1V
9.334E-6sec,2.667E1V,2.667E1V
9.335E-6sec,2.667E1V,2.667E1V
9.336E-6sec,2.667E1V,2.667E1V
9.337E-6sec,2.667E1V,2.667E1V
9.338E-6sec,2.667E1V,2.667E1V
9.339E-6sec,2.667E1V,2.667E1V
9.340E-6sec,2.667E1V,2.667E1V
9.341E-6sec,2.667E1V,2.667E1V
9.342E-6sec,2.667E1V,2.667E1V
9.343E-6sec,2.667E1V,2.667E1V
9.344E-6sec,2.667E1V,2.667E1V
9.345E-6sec,2.667E1V,2.667E1V
9.346E-6sec,2.667E1V,2.667E1V
9.347E-6sec,2.667E1V,2.667E1V
9.348E-6sec,2.667E1V,2.667E1V
9.349E-6sec,2.667E1V,2.667E1V
9.350E-6sec,2.667E1V,2.667E1V
9.351E-6sec,2.667E1V,2.667E1V
9.352E-6sec,2.667E1V,2.667E1V
9.353E-6sec,2.667E1V,2.667E1V
9.354E-6sec,2.667E1V,2.667E1V
9.355E-6sec,2.667E1V,2.667E1V
9.356E-6sec,2.667E1V,2.667E1V
9.357E-6sec,2.667E1V,2.667E1V
9.358E-6sec,2.667E1V,2.667E1V
9.359E-6sec,2.667E1V,2.667E1V
9.360E-6sec,2.667E1V,2.667E1V
9.361E-6sec,2.667E1V,2.667E1V
9.362E-6sec,2.667E1V,2.667E1V
9.363E-6sec,2.667E1V,2.667E1V
9.364E-6sec,2.667E1V,2.667E1V
9.365E-6sec,2.667E1V,2.667E1V
9.366E-6sec,2.667E1V,2.667E1V
9.367E-6sec,2.667E1V,2.667E1V
9.368E-6sec,2.667E1V,2.667E1V
9.369E-6sec,2.667E1V,2.667E1V
9.370E-6sec,2.667E1V,2.667E1V
9.371E-6sec,2.667E1V,2.667E1V
9.372E-6sec,2.667E1V,2.667E1V
9.373E-6sec,2.667E1V,2.667E1V
9.374E-6sec,2.667E1V,2.667E1V
9.375E-6sec,2.667E1V,2.667E1V
9.376E-6sec,2.667E1V,2.667E1V
9.377E-6sec,2.667E1V,2.667E1V
9.378E-6sec,2.667E1V,2.667E1V
9.379E-6sec,2.667E1V,2.667E1V
9.380E-6sec,2.667E1V,2.667E1V
9.381E-6sec,2.667E1V,2.667E1V
9.382E-6sec,2.667E1V,2.667E1V
9.383E-6sec,2.667E1V,2.667E1V
9.384E-6sec,2.667E1V,2.667E1V
9.385E-6sec,2.667E1V,2.667E1V
9.386E-6sec,2.667E1V,2.667E1V
9.387E-6sec,2.667E1V,2.667E1V
9.388E-6sec,2.667E1V,2.667E1V
9.389E-6sec,2.667E1V,2.667E1V
9.390E-6sec,2.667E1V,2.667E1V
9.391E-6sec,2.667E1V,2.667E1V
9.392E-6sec,2.667E1V,2.667E1V
9.393E-6sec,2.667E1V,2.667E1V
9.394E-6sec,2.667E1V,2.667E1V
9.395E-6sec,2.667E1V,2.667E1V
9.396E-6sec,2.667E1V,2.667E1V
9.397E-6sec,2.667E1V,2.667E1V
9.398E-6sec,2.667E1V,2.667E1V
9.399E-6sec,2.667E1V,2.667E1V
9.400E-6sec,2.667E1V,2.667E1V
9.401E-6sec,2.667E1V,2.667E1V
9.402E-6sec,2.667E1V,2.667E1V
9.403E-6sec,2.667E1V,2.667E1V
9.404E-6sec,2.667E1V,2.667E1V
9.405E-6sec,2.667E1V,2.667E1V
9.406E-6sec,2.667E1V,2.667E1V
9.407E-6sec,2.667E1V,2.667E1V
9.408E-6sec,2.667E1V,2.667E1V
9.409E-6sec,2.667E1V,2.667E1V
9.410E-6sec,2.667E1V,2.667E1V
9.411E-6sec,2.667E1V,2.667E1V
9.412E-6sec,2.667E1V,2.667E1V
9.413E-6sec,2.667E1V,2.667E1V
9.414E-6sec,2.667E1V,2.667E1V
9.415E-6sec,2.667E1V,2.667E1V
9.416E-6sec,2.667E1V,2.667E1V
9.417E-6sec,2.667E1V,2.667E1V
9.418E-6sec,2.667E1V,2.667E1V
9.419E-6sec,2.667E1V,2.667E1V
9.420E-6sec,2.667E1V,2.667E1V
9.421E-6sec,2.667E1V,2.667E1V
9.422E-6sec,2.667E1V,2.667E1V
9.423E-6sec,2.667E1V,2.667E1V
9.424E-6sec,2.667E1V,2.667E1V
9.425E-6sec,2.667E1V,2.667E1V
9.426E-6sec,2.667E1V,2.667E1V
9.427E-6sec,2.667E1V,2.667E1V
9.428E-6sec,2.667E1V,2.667E1V
9.429E-6sec,2.667E1V,2.667E1V
9.430E-6sec,2.667E1V,2.667E1V
9.431E-6sec,2.667E1V,2.667E1V
9.432E-6sec,2.667E1V,2.667E1V
9.433E-6sec,2.667E1V,2.667E1V
9.434E-6sec,2.667E1V,2.667E1V
9.435E-6sec,2.667E1V,2.667E1V
9.436E-6sec,2.667E1V,2.667E1V
9.437E-6sec,2.667E1V,2.667E1V
9.438E-6sec,2.667E1V,2.667E1V
9.439E-6sec,2.667E1V,2.667E1V
9.440E-6sec,2.667E1V,2.667E1V
9.441E-6sec,2.667E1V,2.667E1V
9.442E-6sec,2.667E1V,2.667E1V
9.443E-6sec,2.667E1V,2.667E1V
9.444E-6sec,2.667E1V,2.667E1V
9.445E-6sec,2.667E1V,2.667E1V
9.446E-6sec,2.667E1V,2.667E1V
9.447E-6sec,2.667E1V,2.667E1V
9.448E-6sec,2.667E1V,2.667E1V
9.449E-6sec,2.667E1V,2.667E1V
9.450E-6sec,2.667E1V,2.667E1V
9.451E-6sec,2.667E1V,2.667E1V
9.452E-6sec,2.667E1V,2.667E1V
9.453E-6sec,2.667E1V,2.667E1V
9.454E-6sec,2.667E1V,2.667E1V
9.455E-6sec,2.667E1V,2.667E1V
9.456E-6sec,2.667E1V,2.667E1V
9.457E-6sec,2.667E1V,2.667E1V
9.458E-6sec,2.667E1V,2.667E1V
9.459E-6sec,2.667E1V,2.667E1V
9.460E-6sec,2.667E1V,2.667E1V
9.461E-6sec,2.667E1V,2.667E1V
9.462E-6sec,2.667E1V,2.667E1V
9.463E-6sec,2.667E1V,2.667E1V
9.464E-6sec,2.667E1V,2.667E1V
9.465E-6sec,2.667E1V,2.667E1V
9.466E-6sec,2.667E1V,2.667E1V
9.467E-6sec,2.667E1V,2.667E1V
9.468E-6sec,2.667E1V,2.667E1V
9.469E-6sec,2.667E1V,2.667E1V
9.470E-6sec,2.667E1V,2.667E1V
9.471E-6sec,2.667E1V,2.667E1V
9.472E-6sec,2.667E1V,2.667E1V
9.473E-6sec,2.667E1V,2.667E1V
9.474E-6sec,2.667E1V,2.667E1V
9.475E-6sec,2.667E1V,2.667E1V
9.476E-6sec,2.667E1V,2.667E1V
9.477E-6sec,2.667E1V,2.667E1V
9.478E-6sec,2.667E1V,2.667E1V
9.479E-6sec,2.667E1V,2.667E1V
9.480E-6sec,2.667E1V,2.667E1V
9.481E-6sec,2.667E1V,2.667E1V
9.482E-6sec,2.667E1V,2.667E1V
9.483E-6sec,2.667E1V,2.667E1V
9.484E-6sec,2.667E1V,2.667E1V
9.485E-6sec,2.667E1V,2.667E1V
9.486E-6sec,2.667E1V,2.667E1V
9.487E-6sec,2.667E1V,2.667E1V
9.488E-6sec,2.667E1V,2.667E1V
9.489E-6sec,2.667E1V,2.667E1V
9.490E-6sec,2.667E1V,2.667E1V
9.491E-6sec,2.667E1V,2.667E1V
9.492E-6sec,2.667E1V,2.667E1V
9.493E-6sec,2.667E1V,2.667E1V
9.494E-6sec,2.667E1V,2.667E1V
9.495E-6sec,2.667E1V,2.667E1V
9.496E-6sec,2.667E1V,2.667E1V
9.497E-6sec,2.667E1V,2.667E1V
9.498E-6sec,2.667E1V,2.667E1V
9.499E-6sec,2.667E1V,2.667E1V
9.500E-6sec,2.667E1V,2.667E1V
9.501E-6sec,2.667E1V,2.667E1V
9.502E-6sec,2.667E1V,2.667E1V
9.503E-6sec,2.667E1V,2.667E1V
9.504E-6sec,2.667E1V,2.667E1V
9.505E-6sec,2.667E1V,2.667E1V
9.506E-6sec,2.667E1V,2.667E1V
9.507E-6sec,2.667E1V,2.667E1V
9.508E-6sec,2.667E1V,2.667E1V
9.509E-6sec,2.667E1V,2.667E1V
9.510E-6sec,2.667E1V,2.667E1V
9.511E-6sec,2.667E1V,2.667E1V
9.512E-6sec,2.667E1V,2.667E1V
9.513E-6sec,2.667E1V,2.667E1V
9.514E-6sec,2.667E1V,2.667E1V
9.515E-6sec,2.667E1V,2.667E1V
9.516E-6sec,2.667E1V,2.667E1V
9.517E-6sec,2.667E1V,2.667E1V
9.518E-6sec,2.667E1V,2.667E1V
9.519E-6sec,2.667E1V,2.667E1V
9.520E-6sec,2.667E1V,2.667E1V
9.521E-6sec,2.667E1V,2.667E1V
9.522E-6sec,2.667E1V,2.667E1V
9.523E-6sec,2.667E1V,2.667E1V
9.524E-6sec,2.667E1V,2.667E1V
9.525E-6sec,2.667E1V,2.667E1V
9.526E-6sec,2.667E1V,2.667E1V
9.527E-6sec,2.667E1V,2.667E1V
9.528E-6sec,2.667E1V,2.667E1V
9.529E-6sec,2.667E1V,2.667E1V
9.530E-6sec,2.667E1V,2.667E1V
9.531E-6sec,2.667E1V,2.667E1V
9.532E-6sec,2.667E1V,2.667E1V
9.533E-6sec,2.667E1V,2.667E1V
9.534E-6sec,2.667E1V,2.667E1V
9.535E-6sec,2.667E1V,2.667E1V
9.536E-6sec,2.667E1V,2.667E1V
9.537E-6sec,2.667E1V,2.667E1V
9.538E-6sec,2.667E1V,2.667E1V
9.539E-6sec,2.667E1V,2.667E1V
9.540E-6sec,2.667E1V,2.667E1V
9.541E-6sec,2.667E1V,2.667E1V
9.542E-6sec,2.667E1V,2.667E1V
9.543E-6sec,2.667E1V,2.667E1V
9.544E-6sec,2.667E1V,2.667E1V
9.545E-6sec,2.667E1V,2.667E1V
9.546E-6sec,2.667E1V,2.667E1V
9.547E-6sec,2.667E1V,2.667E1V
9.548E-6sec,2.667E1V,2.667E1V
9.549E-6sec,2.667E1V,2.667E1V
9.550E-6sec,2.667E1V,2.667E1V
9.551E-6sec,2.667E1V,2.667E1V
9.552E-6sec,2.667E1V,2.667E1V
9.553E-6sec,2.667E1V,2.667E1V
9.554E-6sec,2.667E1V,2.667E1V
9.555E-6sec,2.667E1V,2.667E1V
9.556E-6sec,2.667E1V,2.667E1V
9.557E-6sec,2.667E1V,2.667E1V
9.558E-6sec,2.667E1V,2.667E1V
9.559E-6sec,2.667E1V,2.667E1V
9.560E-6sec,2.667E1V,2.667E1V
9.561E-6sec,2.667E1V,2.667E1V
9.562E-6sec,2.667E1V,2.667E1V
9.563E-6sec,2.667E1V,2.667E1V
9.564E-6sec,2.667E1V,2.667E1V
9.565E-6sec,2.667E1V,2.667E1V
9.566E-6sec,2.667E1V,2.667E1V
9.567E-6sec,2.667E1V,2.667E1V
9.568E-6sec,2.667E1V,2.667E1V
9.569E-6sec,2.667E1V,2.667E1V
9.570E-6sec,2.667E1V,2.667E1V
9.571E-6sec,2.667E1V,2.667E1V
9.572E-6sec,2.667E1V,2.667E1V
9.573E-6sec,2.667E1V,2.667E1V
9.574E-6sec,2.667E1V,2.667E1V
9.575E-6sec,2.667E1V,2.667E1V
9.576E-6sec,2.667E1V,2.667E1V
9.577E-6sec,2.667E1V,2.667E1V
9.578E-6sec,2.667E1V,2.667E1V
9.579E-6sec,2.667E1V,2.667E1V
9.580E-6sec,2.667E1V,2.667E1V
9.581E-6sec,2.667E1V,2.667E1V
9.582E-6sec,2.667E1V,2.667E1V
9.583E-6sec,2.667E1V,2.667E1V
9.584E-6sec,2.667E1V,2.667E1V
9.585E-6sec,2.667E1V,2.667E1V
9.586E-6sec,2.667E1V,2.667E1V
9.587E-6sec,2.667E1V,2.667E1V
9.588E-6sec,2.667E1V,2.667E1V
9.589E-6sec,2.667E1V,2.667E1V
9.590E-6sec,2.667E1V,2.667E1V
9.591E-6sec,2.667E1V,2.667E1V
9.592E-6sec,2.667E1V,2.667E1V
9.593E-6sec,2.667E1V,2.667E1V
9.594E-6sec,2.667E1V,2.667E1V
9.595E-6sec,2.667E1V,2.667E1V
9.596E-6sec,2.667E1V,2.667E1V
9.597E-6sec,2.667E1V,2.667E1V
9.598E-6sec,2.667E1V,2.667E1V
9.599E-6sec,2.667E1V,2.667E1V
9.600E-6sec,2.667E1V,2.667E1V
9.601E-6sec,2.667E1V,2.667E1V
9.602E-6sec,2.667E1V,2.667E1V
9.603E-6sec,2.667E1V,2.667E1V
9.604E-6sec,2.667E1V,2.667E1V
9.605E-6sec,2.667E1V,2.667E1V
9.606E-6sec,2.667E1V,2.667E1V
9.607E-6sec,2.667E1V,2.667E1V
9.608E-6sec,2.667E1V,2.667E1V
9.609E-6sec,2.667E1V,2.667E1V
9.610E-6sec,2.667E1V,2.667E1V
9.611E-6sec,2.667E1V,2.667E1V
9.612E-6sec,2.667E1V,2.667E1V
9.613E-6sec,2.667E1V,2.667E1V
9.614E-6sec,2.667E1V,2.667E1V
9.615E-6sec,2.667E1V,2.667E1V
9.616E-6sec,2.667E1V,2.667E1V
9.617E-6sec,2.667E1V,2.667E1V
9.618E-6sec,2.667E1V,2.667E1V
9.619E-6sec,2.667E1V,2.667E1V
9.620E-6sec,2.667E1V,2.667E1V
9.621E-6sec,2.667E1V,2.667E1V
9.622E-6sec,2.667E1V,2.667E1V
9.623E-6sec,2.667E1V,2.667E1V
9.624E-6sec,2.667E1V,2.667E1V
9.625E-6sec,2.667E1V,2.667E1V
9.626E-6sec,2.667E1V,2.667E1V
9.627E-6sec,2.667E1V,2.667E1V
9.628E-6sec,2.667E1V,2.667E1V
9.629E-6sec,2.667E1V,2.667E1V
9.630E-6sec,2.667E1V,2.667E1V
9.631E-6sec,2.667E1V,2.667E1V
9.632E-6sec,2.667E1V,2.667E1V
9.633E-6sec,2.667E1V,2.667E1V
9.634E-6sec,2.667E1V,2.667E1V
9.635E-6sec,2.667E1V,2.667E1V
9.636E-6sec,2.667E1V,2.667E1V
9.637E-6sec,2.667E1V,2.667E1V
9.638E-6sec,2.667E1V,2.667E1V
9.639E-6sec,2.667E1V,2.667E1V
9.640E-6sec,2.667E1V,2.667E1V
9.641E-6sec,2.667E1V,2.667E1V
9.642E-6sec,2.667E1V,2.667E1V
9.643E-6sec,2.667E1V,2.667E1V
9.644E-6sec,2.667E1V,2.667E1V
9.645E-6sec,2.667E1V,2.667E1V
9.646E-6sec,2.667E1V,2.667E1V
9.647E-6sec,2.667E1V,2.667E1V
9.648E-6sec,2.667E1V,2.667E1V
9.649E-6sec,2.667E1V,2.667E1V
9.650E-6sec,2.667E1V,2.667E1V
9.651E-6sec,2.667E1V,2.667E1V
9.652E-6sec,2.667E1V,2.667E1V
9.653E-6sec,2.667E1V,2.667E1V
9.654E-6sec,2.667E1V,2.667E1V
9.655E-6sec,2.667E1V,2.667E1V
9.656E-6sec,2.667E1V,2.667E1V
9.657E-6sec,2.667E1V,2.667E1V
9.658E-6sec,2.667E1V,2.667E1V
9.659E-6sec,2.667E1V,2.667E1V
9.660E-6sec,2.667E1V,2.667E1V
9.661E-6sec,2.667E1V,2.667E1V
9.662E-6sec,2.667E1V,2.667E1V
9.663E-6sec,2.667E1V,2.667E1V
9.664E-6sec,2.667E1V,2.667E1V
9.665E-6sec,2.667E1V,2.667E1V
9.666E-6sec,2.690E1V,2.667E1V
9.667E-6sec,2.791E1V,2.668E1V
9.668E-6sec,2.956E1V,2.670E1V
9.669E-6sec,3.076E1V,2.674E1V
9.670E-6sec,3.109E1V,2.679E1V
9.671E-6sec,3.109E1V,2.683E1V
9.672E-6sec,3.110E1V,2.687E1V
9.673E-6sec,3.110E1V,2.692E1V
9.674E-6sec,3.110E1V,2.696E1V
9.675E-6sec,3.110E1V,2.701E1V
9.676E-6sec,3.110E1V,2.705E1V
9.677E-6sec,3.110E1V,2.710E1V
9.678E-6sec,3.110E1V,2.714E1V
9.679E-6sec,3.110E1V,2.718E1V
9.680E-6sec,3.110E1V,2.723E1V
9.681E-6sec,3.110E1V,2.727E1V
9.682E-6sec,3.110E1V,2.732E1V
9.683E-6sec,3.110E1V,2.736E1V
9.684E-6sec,3.110E1V,2.741E1V
9.685E-6sec,3.110E1V,2.745E1V
9.686E-6sec,3.110E1V,2.750E1V
9.687E-6sec,3.110E1V,2.754E1V
9.688E-6sec,3.110E1V,2.758E1V
9.689E-6sec,3.110E1V,2.763E1V
9.690E-6sec,3.110E1V,2.767E1V
9.691E-6sec,3.110E1V,2.772E1V
9.692E-6sec,3.110E1V,2.776E1V
9.693E-6sec,3.110E1V,2.781E1V
9.694E-6sec,3.111E1V,2.785E1V
9.695E-6sec,3.111E1V,2.789E1V
9.696E-6sec,3.111E1V,2.794E1V
9.697E-6sec,3.111E1V,2.798E1V
9.698E-6sec,3.111E1V,2.803E1V
9.699E-6sec,3.111E1V,2.807E1V
9.700E-6sec,3.111E1V,2.812E1V
9.701E-6sec,3.111E1V,2.816E1V
9.702E-6sec,3.111E1V,2.821E1V
9.703E-6sec,3.111E1V,2.825E1V
9.704E-6sec,3.111E1V,2.829E1V
9.705E-6sec,3.111E1V,2.834E1V
9.706E-6sec,3.111E1V,2.838E1V
9.707E-6sec,3.111E1V,2.843E1V
9.708E-6sec,3.111E1V,2.847E1V
9.709E-6sec,3.111E1V,2.852E1V
9.710E-6sec,3.111E1V,2.856E1V
9.711E-6sec,3.111E1V,2.860E1V
9.712E-6sec,3.111E1V,2.865E1V
9.713E-6sec,3.111E1V,2.869E1V
9.714E-6sec,3.111E1V,2.874E1V
9.715E-6sec,3.111E1V,2.878E1V
9.716E-6sec,3.111E1V,2.883E1V
9.717E-6sec,3.111E1V,2.887E1V
9.718E-6sec,3.111E1V,2.892E1V
9.719E-6sec,3.111E1V,2.896E1V
9.720E-6sec,3.111E1V,2.900E1V
9.721E-6sec,3.111E1V,2.905E1V
9.722E-6sec,3.111E1V,2.909E1V
9.723E-6sec,3.111E1V,2.914E1V
9.724E-6sec,3.111E1V,2.918E1V
